,id,anonymous,hostProgramName,graduatingYear,isAlumni,jobTitle,program,overallScore,overall,curriculum,jobSupport,review_body,school,school_id
645,246031,0,UX/UI Design,2018.0,1,Operations in Tech,UX Design,5.0,5.0,5.0,5.0,"Springboard's UX Design Course sets you up for success. The curriculum excellent, and it's ""learn through experience"" drives real results. I now have a portfolio that I know can land me a meaningful job in UX Design. But what's most important is that... Read More now have the skills and confidence in UX Design to have a real-world impact. Springboard matches you with a mentor who will guide you from start to finish. Having a mentor is fundamentally important when being introduced to new design challenges/projects. I couldn't have put out my best work without my mentor. Springboard also has a supportive community of students and Designers, who keep you motivated and serve as a constant source of inspiration. Springboard is excellent, and I wish them the best.Read Less",springboard,11035
646,246042,0,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"Having no background as a programmer, I found aA very difficult but also very rewarding. The TA's and other students were wonderful. I never thought I could learn so much in such a short period time. I strongly recommend aA to anyone who wants to learn... Read More and is willing to put in the many hours of work required to get through the program.Read Less",app-academy,10525
647,246078,0,Data Science,2018.0,1,Data Analyst,Data Science Career Track,5.0,5.0,5.0,5.0,"I had a fantastic experience with Springboard. I took their Introduction to Data Science course in fall of 2017 and their Data Science Career Track course in 2018. The course was a great alternative to a fully immersive bootcamp, since I wanted something... Read More that allowed me to quickly learn the skills required for a Data Scientist while still being able to work my full time job. The course does require a lot of self-discipline in time management since you're working through everything online and there is a lot of material to get through. I ended up spending an average 10-20 hours per week working through the course material so that I could finish in 6 months. The biggest asset for me was the weekly meetings with my mentor. He was a huge help in making sure I understood the tutorials and assignments and he helped keep me accountable and on track.If you are willing to put in the work and don't mind learning online in an isolated environment instead of in a classroom, I highly recommend Springboard. It was a lot of work, but ultimately worth it because I ended up landing my first job in data.Read Less",springboard,11035
648,246091,0,Data Science,2018.0,1,Security Analytics Engineer,Data Science Career Track,4.7,5.0,4.0,5.0,"There are probably some people who are very at selling themselves and wont need this program, but for people like me it was immensly helpful. In particular, the help building a network and assembling a portfolio was invaluable and precisely what I was... Read More lacking. It's farily pricey, but I can confidently say it would have taken me much longer to find a job without it.Read Less",springboard,11035
649,246133,1,Data Science,2017.0,1,Cognitive Analyst,Data Science Career Track,4.7,5.0,5.0,4.0,I would recommend this course to a friend! This course is very suitable for someone without industrial knowledge of data science.,springboard,11035
650,246162,0,UX/UI Design,2018.0,1,Graphic Designer,UX Design,5.0,5.0,5.0,5.0,"This class taught me so much. As a graphic designer, I wanted to further my skills and grow my knowledge base. The course was interesting and compelling but the real WOW factor came from the mentors and advisors. My mentor gave me real life applicable... Read More advise to improve on my work, truly constructive critique, as well as commending me when I did things well. The advisors were so helpful as well whenever I had concerns or questions and were very responsive. I would recommend this course to anyone interested in diving into UX! Thanks for everything!Read Less",springboard,11035
651,246259,1,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"Deciding to go to App Academy has been one of the best decisions I have made in my life. I was previously working in a chemistry lab and resented going to work everyday. I was always interested in coding and decided to make the jump. App Academy's deferred... Read More payment plan also gave me peace of mind and not stress financially. The course itself was challenging. There are going to be some long nights and you will struggle. But there is a reason why so many App Academy students get hired. It works. People say that everybody at App Academy really wants to see you succeed and I definitely agree. There are things that I think App Academy could improve on. Some people argue that Ruby on Rails should be phased out in favor for a different framework. I think that this is a viable argument, but at the same time I learned a lot about the MVC architecture. I feel like App Academy puts you in a position where you are able to pick up anything and learn it quickly.Read Less",app-academy,10525
652,246260,0,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,App Academy was an extremely challenging and rewarding bootcamp. The instructional staff was so helpful in explaining difficult concepts. Thinking back over the past three months I am blown away by how much I have learned. I came to App Academy knowing... Read More very little programming and now am a knowledgeable software engineer. I highly recommend App Academy for anyone who is looking to transition their career into software development because there is really no better place to do it!Read Less,app-academy,10525
653,246261,1,,2018.0,1,Developer,,5.0,5.0,5.0,5.0,"I've planned to get into App Academy for a long time. In 2018 I finally managed to make arrangements to quit my job and have enough money to attend App Academy and have a few month for the job search. It was a little scary to change my life so completely,... Read More but I took a leap of faith. There was nothing easy for me during prep for the App Academy, Alpha course or main curriculum. It really takes a lot of work and dedication. I've stuck with it though and trusted the process. The program is designed in such a way that you only need to think about today and materials for tomorrow, and as long as you can do that you will find yourself progressing and going in the right direction to become a web developer. I've graduated in the mid October 2018 and accepted an offer at the end of December. I'm really happy I followed my dream. App Academy made it possible for me to get a job as a developer without CS degree or work experience in software development.Read Less",app-academy,10525
654,246287,1,UX/UI Design,2018.0,1,Engineer,UX Design,5.0,5.0,5.0,5.0,"Overall I had a great experience with Springboard. I'd heard before taking the course that the Mentor experience is very valuable. Having completed the course I can now say that I very much agree. My Mentor had a wealth of UX knowledge from his career,... Read More and was happy to share this experience at every step along the way. I really felt that he went above and beyond, and was always there to support me when I needed that extra guidance.The one aspect that took me by surprise was that the content is fully sourced from a variety of online resources. I guess I'd suspected that there would be some original content. Not that this was necessarily bad - the resources were mostly very good, and would have been very difficult for me to find on my own.I was working a combination of part-time to full time on the course, and it did take me a solid three months. Those that say they pumped it out in a month? Not sure how they managed that feat :) But I now have my first portfolio piece that I'm very happy with. Cheers Springboard!Read Less",springboard,11035
655,246302,1,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"App Academy has a very different structure compared to other bootcamps in the nation. One of the main differences is that their success comes after your success. The instructors and TAs truly devote their best energy and effort in teaching you everything... Read More to become a real software engineer by the end of the program. Throughout those 12 weeks, you will be learning new materials almost everyday and able to apply those new skills to your daily pair programming and projects. You will also be challenged on 6 assessments in order to retain your spot in the program; however, those assessments are the positive reinforcement to push you to learn. One of my favorite moments at a/A is when I completed my full-stack project with all the skills I learned from the program. That kind of satisfaction cannot be expressed in words. If you are also thinking of becoming a software engineer, I would highly recommend you to apply to a/A because there is no better place than this bootcamp.Read Less",app-academy,10525
656,246305,1,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"Having prior knowledge in IT industry, appacademy helped me in getting expertise on many skills such as Ruby, RAILS, JavaScript.The curriculum is designed to accommodate all levels of learners to drive them towards a fully qualified full stack developer.... Read MoreThe staff were always been friendly and helpful with extensive knowledge in their assigned areas.I recommend this boot camp to all who has aspirations for working in Software roles.Read Less",app-academy,10525
657,246307,1,Software Engineering,2018.0,1,Software Developer,Software Engineer Track: In-Person,4.7,5.0,5.0,4.0,"Deciding to do App Academy has been a great experience. The reviews I've read before coming on were intimidating regarding the workload, and they are mostly true! It IS a lot of work - but honestly, it breezed by because it was so much fun! And then it... Read More feels just that much more rewarding. I'd say one of my favorite things about App Academy were the people. The TAs and your peers are your best resources. TAs were superb. They are there to help you, and they really mean it. They are so genuinely nice, brilliant, and rooting for your success. And all have went through the course as well and know exactly what it's like in your shoes. My peers were awesome. I've made great great great friends and know that I'll be in close contact with them for years to come! It was awesome being challenged together and working towards a goal. Finding a good support system and surrounding yourself with other superstars made the whole course crazy fun &amp; flash by. You get to know a lot of people through the pair programming you do every day, and it's been one of the greatest tools for me to practice ARTICULATING my thought process and code. It's pretty mentally exhausting to have to talk and code, talk and code, etc.. but you do see yourself grow in terms of slowing down and breaking out problems since you have to verbally explain it to another ear. And you learn loads too being paired with all these different smart people and learning how they think.Read Less",app-academy,10525
658,246327,1,Cybersecurity,2018.0,1,Analytics Engineer,Cybersecurity Career Track,4.7,5.0,4.0,5.0,"For some people a program like springboard may be of little use, but for people like me it was immensely beneficial. I can confidently say I would have taken me far longer to find a job. In particular I found Springboards advice and programs to help you... Read More network very helpful as well as the guidance for assembling a portfolio. The price is pretty steep, but for people who struggle to build a network or how to present themselves, it's worthwhile.Read Less",springboard,11035
659,246352,1,Data Science,2018.0,1,Economist,Data Science Career Track,5.0,5.0,5.0,5.0,"Pros:1. The program is very helpful in job applications. 2. The curriculum is very comprehensive, it gives me a good combination of theoretical knowledge and practice.3. The one-on-one mentor is helpful in answering my questions and giving me more guidance... Read More in the area.4. The homework and projects have really helped me to gain hands-on knowledge and sharpen my skills further.Cons:1. Self-discipline is needed, but I think this is the same for every program.Read Less",springboard,11035
660,246357,0,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"I recently graduated college with a background in math and computer science, so my experience may be different from others wishing to apply, though I would highly recommend App Academy to anyone wishing to transition into a career in web development and... Read More software engineering. The teaching staff has an impressively thorough grasp of the entire curriculum, and the job placements team is really concerned with getting to know your individual strengths, weaknesses, and interests. Occasionally alumni were invited to give guest lectures on the main curriculum, and I would love to see App Academy provide more opportunities like these for current students to see where the material they are learning exists in the real world. I would also mention that my cohort was one of the brightest and most colorful and driven groups of peers I have had the pleasure to work with. App Academy was very successful in providing an environment in which I could flourish both intellectually and socially, allowing me to jump into the next phase of my professional career.Read Less",app-academy,10525
661,246381,1,UX/UI Design,2018.0,1,UX Engineer,UX Design,5.0,5.0,5.0,,"before participating in the online UX course from Springboard i had a general idea of what user experience entailed, but had no idea the steps, processes and skills involved in creating a full fledged team of contributors. this program was initially appealing... Read More to me for a few reasons. 1) my current position has always been a hybrid design/front-end coding and i wanted to be able to create more effective designs backed by user data 2) my company had started to explore the UX space and toy with installing a process and team and 3) this course also comes with a mentor that can help you through the course materials and project.the course materials are sourced from many different sites and while i thought this strange at first, i felt that it really added something extra to the course. first and foremost, it resulted in a large list of resources in the way of design and UX websites, blogs, organizations and tutorial sites that i now had in my back pocket and could continue to use for years to come (not to mention you still have access to all the course materials after completion). the other thing i found that i liked about this was that everything was not in the same voice, so you tend to get different perspectives on processes and techniques. that along with the fact that i felt the course dove deep enough into each discipline to get one’s feet wet made this a very valuable course IMO.to top it all off, Springboard as a part of the UX course matches each student with an experienced UX professional. each week you meet (online) with this mentor and review all the knowledge you are soaking up and discuss to make sure you’re understanding how all the pieces fit together. my mentor had years of contract experience working for companies like PayPal, Apple and Cisco, so she had a wealth of first-hand experience and knowledge to share with me and helped me to understand the application of all that i was learning. this feature alone was worth the price of admission for me.the one drawback i would take from this course could also be turned into a positive depending on your availability and drive. this course is a “work at your own pace” situation, so if you are overly busy (like i was) or just not motivated enough, the course can drag on and get expensive (you are charged monthly in some cases). that being said, another good part of having the mentor is that they help to keep you on track so if you are ready to make your way through the course, you should be fine!Read Less",springboard,11035
662,246391,0,UX/UI Design,2019.0,1,,,5.0,5.0,5.0,,"I had a really good experience with the BrainStation UX Design part-time course. This is a 10 week long course that meets once a week in the evenings. Because it's only 10 classes long, it's VERY fast paced. The environment was great though - being surrounded... Read More by other professionals who were motivated to learn was greatly motivating for me too. The instructors were great, super approachable, and actual industry professionals which was very important to me. Overall I really enjoyed my time in class and came away with a strong knowledge of UX and a project to showcase in my portfolio.Read Less",brainstation,10571
663,246424,0,Data Science,2018.0,1,,Introduction to Data Science,5.0,5.0,5.0,,"The introductory course gave me enough skills and knowledge to learn at a detailed level what data science comprises. This is an excellent update as continuing education for all but the most data intensive MPP or MBA degrees. The course gave me insights... Read More into machine learning and made me a savvy consumer of data visualization methods. There was great variety in the types of data and questions you could explore in your capstone project. I used sentiment analysis in a natural language processing project conducted on Twitter data.The Springboard administrative staff were friendly and professional, and the rules allow flexibility. However, I found that the Springboard curriculum guidance underestimated the time for completion of project tasks and interface with Github. I did require (free) supplemental resources and time to learn extra coding for my particular project. My fabulous mentor brought enthusiasm to teaching and supporting my project efforts. That kind of engagement is a rarity.Read Less",springboard,11035
664,246474,0,Data Science,2017.0,1,,Data Science Career Track,5.0,5.0,5.0,,"I enrolled in the Data Science career track. I completed my course a couple of weeks back. I opted out of the career assistance because I already had a job which I am not planning to quit any time soon. I completed my course work. I had to interrupt my... Read More course twice. Once due to flooding and the other time when I was about to be a father. On both occasions Springboard paused my course and were supportive of me resuming it later.Pros:-1. Structure: The course is well structured and gives you a good idea of how to progress2. Exercises: There were a lot of exercises which gave a very good insight about how a data science project progresses. This included basic and intermediate statistical analyses and advanced topics.3. Projects: Two capstones make you practice a lot. The capstones along with mentor guidance solidified many concepts in my mind.4. Mentors (Biggest Pro): Having a mentor was the biggest pro. I was matched up to an excellent mentor, an expert in the field and he was extremely patient with me and always pushed me in the right direction. I understand a mentor can be different for different people but if they match you up with a mentor who is helpful, extract every thing from the opportunity.Cons:-1. I felt that not enough attention was paid to big data and data engineering. Maybe they will fix it in the future.2. The content was...ok. You can find equally good video materials on YouTube if not better materials.Overall:-Its a very good program for the amount of money you pay. I am not sure about the job support but based on the quality of my mentors, I am sure that is solid too.Read Less",springboard,11035
665,246500,0,Software Engineering,2017.0,1,Software Eng,Software Engineer Track: In-Person,4.7,5.0,4.0,5.0,"The review will be split in two partsPart 1: Curriculum- Rapid fire pace. The sheer amount of material you're expected to cover on a daily basis is overwhelming.My suggestion for the daily homeworks. At least take a quick look at the material before you... Read More pass out for the night, simply having exposure to the material will help you reinforce it in the morning lecture .Part 2: Job SearchIf you were thought completing the main curriculum would led to a job right away. I have some bad news..Job search is a whole different challenge in itself. Simply knowing the technical material and having projects on your resume isn't enough.- You have to be able to play the social game (build rapport with recruiters/managers/engs), and be able to explain complex concepts in a simple way.- You have to be able to code, think, and sometimes speak at the same time during phone screensOf course, some people got jobs quickly, and others would job search for 9+ months before landing a position. Everybody's path is going to be different! Keep pushing forward and things will work outRead Less",app-academy,10525
666,246556,1,Bootcamp Prep,2019.0,1,Software Developer,Bootcamp Prep,5.0,5.0,5.0,5.0,"App Academy is a bootcamp in every sense of the word. You'll be dedicating 3 months of your life to learning algorithms, data structures, and various frameworks for full-stack web development. Be prepared for early morning commutes and long nights studying... Read More challenging material--it will test your limits. While curriculum may be intensive, it is not without support. App Academy has employed amazing instructors that are highly-skilled, well-prepared, and extremely patient. Beyond instructorship, you'll network with dozens of other software developers in-training with similar motivations. Awesome experience.Read Less",app-academy,10525
667,246586,0,UX/UI Design,2019.0,1,,UX Design,5.0,5.0,5.0,5.0,"Before I took the course, I read a lot of these reviews and I can say that the positive feedback they give Springboard is true.If you're someone like me who needs a structure to their learning then this is a great course for the price. The Mentor meetings... Read More are really great, my mentor Andre provided great insight whilst taking an in-depth interest in my project, which made me feel like I was getting my money's worth.The course content is also brilliant as a new starter in UX.Something I really wanted to know was how long it would take:If you're working part-time, you can complete it in 2-3 months.If you're working full-time, you are looking at 3-4 months.I was working full-time during the completion of this course and it took me 4 months. However, the insight I've gained is massive and I feel like I've learnt a lot about UX.Read Less",springboard,11035
668,246590,0,UX/UI Design,2018.0,1,UX Designer,UX Design,5.0,5.0,5.0,,"I took Springboard when I was still working as a full time web developer. I didn't have the opportunity to do any design work like was promised in this position, so I started to look at other options to pursue a career in design.I went to school for Graphic... Read More Design before my web developer job and I was freelancing on the side, but it wasn't something I wanted to do full time because I saw how the trend in the work field was shifting from print to digital. I have a friend that is a UX Designer and after learning about what she did, I knew UX Design was a career I wanted to pursue. I chose Springboard because I was impressed with the curriculum and I liked that the max amount of time I'd have to spend weekly on doing assignments was 15 hours a week which I could handle with having a full time job. I also liked that all students get a mentor while they're doing the course, and Springboard was more affordable and shorter term than the other courses I looked at. It was also completely online which was ideal.I already had experience doing month-long coding bootcamps in order to learn web development and a 6+ month course was not something I was interested in, as I was trying to transition to a new career as quickly as possible.Springboard covered a lot of topics on the research side of UX which was what I was ultimately interested in because I already had experience with User Interface Design. My mentor, Cari had a plethora of knowledge about the UX design field since she's done it for about 10+ years. She provided helpful constructive criticism on my assignments and my projects would come out more pristine and better aligned with the industry standards after receiving her feedback.Dave was an awesome student advisor and was always available to answer my course related questions. The course offered Office Hours in the evening which included interviews with UX Designers who had been in the field for a few years and would offer advice and share their experiences. I only went to a few of those but the ones I attended were helpful.I started interviewing for my current job when I was in module 8 of the course. It was at the same company my friend worked at and she encouraged me to apply. Springboard seriously prepared me for the interview process even though I was no where near the career prep section of the course (that's module 14).However, everything I learned up until section 8 helped me through the interview process, and Springboard's articles on Medium about preparing for interviews was also a life saver. The course in combination with the articles taught me how to explain my work and discuss the typical UX design process, since I had experience with that through the course.I was interview around 4 times, with different members of the team/recruiters which included an in person interview and I also had to do a design challenge which I was very nervous about but I took everything I learned so far in Springboard and applied it to the challenge. I'm happy to share that I got the job and have working there for 3 months (since January), but I decided to still continue with Springboard and I completed the course the end of February 2019.I would definitely recommend Springboard to those who already have a design background and are looking to gain more experience in the research aspect of UX Design. Even those who have a research background such as Psychologists, Communication/Marketing (I have a BA in Communication) majors will also find the course helpful if they're looking to transition into UX, however, the UI Design section isn't as thorough in this course like in the UX Career Track, as this course is only 3-4 months long.If you're looking for a course that goes more in depth when it comes to UI design, the UX Design Career Track for Springboard might be a better option. That course is 6 months long with career coaching and a job guarantee, but the application process is much more extensive and the price is higher. You also have to have a previous design background to gain entry into that course so the UX Design course that I took might get your foot in the door.Overall, I'm grateful for Springboard and all they have to offer. I highly recommend them!Note: The course I took was originally a Skills Track called UX Design when I was enrolled, but it's now called UX Essentials.Read Less",springboard,11035
669,246600,0,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,4.7,5.0,4.0,5.0,"when I was searching around for a bootcamp, a/A stood out because of their high job placement stats. Upon getting accepted and attending, I found the staff were amazing, and will answer every question you have. The coursework can have some polishing,... Read More but I definitely feel I have a strong foundation for any junior level position upon graduating.Read Less",app-academy,10525
670,246604,1,Software Engineering,2018.0,1,Software Developer,Software Engineer Track: In-Person,4.7,5.0,5.0,4.0,"I decided to make the switch into coding about 6 months ago after working in HR for several years. Coming from a non-technical background, I was very nervous about how I would do overall with the rigorous curriculum. I will say that the course overall... Read More is very intense and requires a ton of dedication and focus. I'm someone who likes structure and I think App Academy did a really good job structuring their curriculum. People weren't lying when they say they've spent 80+ hours a week. I've spent at least 80-100+ hours a week. This style doesn't fit for everyone, and I think that's important to note. There are assessments that act more as checkpoints to ensure students are able to keep up with the material, so it's important manage your time properly and study for them. Pair programming is also a big focus which overall I found pretty helpful. I found that the TA's were all very helpful and knowledgable as well. Everyone here really wants you to succeed so resources are almost always available. Overall my experience here has been really great. I've been challenged and pushed in many different ways as a developer. I would definitely recommend this to anyone who is looking to switch careers.Read Less",app-academy,10525
671,246620,0,UX/UI Design,2019.0,1,,UX Design,5.0,5.0,5.0,,"The curated curriculum was an excellent way to learn and the mentor-led format (Renata was awesome!), as well as the projects, made the learning experience very effective and enjoyable. As a current instructional designer (now Learning Experience Designer),... Read More I can attest to the quality of the coursework and highly recommend this course to anyone remotely interested in gaining a deep understanding of the principles of User Experience Design.Read Less",springboard,11035
672,246626,0,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"After working in the restaurant business for five years, I was skeptical about trying to make the switch into the tech industry. However, let me tell you how my App Academy experience went! After being accepted, I was given a plethora of great material... Read More to get up to speed. REALLY STUDY THIS MATERIAL. Taking the time to go through all of it and thoroughly comprehending all of the concepts immensely helps once the cohort begins. The last few weeks leading up to the course start date they have ""open house"" study sessions with 1-2 App Academy instructors/TAs to help answer any questions. I suggest taking note of the things that give you trouble and having questions prepared in advance to ask the staff in person. There's also a Slack channel where everyone can help each other out. After my first official day, I was surprised by how enthusiastic the everyone was! The culture at A/a really is amazing. All of the instructors and TAs are very patient and super nice. The days are very long but since you pair up with someone new everyday time flies. Stay on top of the homework, get enough sleep, ask a lot of questions and you'll have an exceptional experience. PS: The job search curriculum afterward is where App Academy shines. Just when you thought the program couldn't get any better!Read Less",app-academy,10525
673,246668,1,UX/UI Design,2018.0,1,,UX Career Track,4.7,5.0,5.0,4.0,"If you're looking for a solid foundation for beginning your UX career, the Springboard course is definitelythe best place to start.",springboard,11035
674,246678,1,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"Before attending App Academy, I nearly had zero experience with coding. To be completely honest, I was very doubtful of my abilities to pass through the entire course from day one, and that comes as no surprise because the curriculum is extremely fast-paced... Read More and difficult. The only reason why I was able to make it this far was thanks to the culture at a/A. To start, the instructors are amazing; they try their hardest to be relatable and they give very, very practical advice. Not only that, but they're with you all the way through your journey. They're willing to help you in your lowest of lows and celebrate with you in your highest of highs. To have someone there for you to guide you every step of the way comes a long way in helping you to hone your programming skills. Needless to say, a/A has been an amazing experience and will continue to live on as one of the best decisions I've ever made in my life!My only pieces of advice would be to stay on top of the work (read the material beforehand!), save up some questions for the next day, have fun, and get PLENTY of sleep!Read Less",app-academy,10525
675,246686,1,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"App Academy is life-changing. This was by far the toughest workload I’ve ever had to endure. I constantly wondered day by day if I will survive and understand everything thrown at me. But week after week I was reminded just how much I’ve actually retained... Read More and how much I was growing into the software engineer I aimed to be. I went to a different bootcamp a year beforehand and learned a great amount of skills, but going through App Academy showed my glaring weaknesses and helped me build a proper foundation with great guidance from TA's and Instructors. I encourage anyone to apply who is passionate about coding and willing to put in the work. It is nowhere close to easy, but everyone is totally capable.Read Less",app-academy,10525
676,246694,0,Product Management,2018.0,1,,Product Management,5.0,5.0,5.0,5.0,"I attended the 5-week product management course with BrainStation and had high expectations from all the positive feedback I had heard... and I can honestly say that they far exceeded anything I could have hoped for in the course.The instructors were... Read More industry veterans who had a passion for teaching. They also made every effort to help their lessons apply to students success regarding finding jobs in the field, getting the necessary experience, etc... The curriculum was also exquisite, and it was clear to see that BrainStation believes in constantly improving their courses based on feedback.Thanks so much for the fantastic education and experience!Read Less",brainstation,10571
677,246740,0,UX/UI Design,2018.0,1,Product Designer,,5.0,5.0,5.0,,"Honestly, I was a bit skeptical about Springboard at first, but it truly invited me to this magical tunnel where I can learn, explore, and experiment further with their mentor support. I have more visual design background and want to learn more about... Read More UX design. Springboard gave me a chance to get inspired and motivated to build a product with solid understanding of UX Design.Read Less",springboard,11035
678,246752,0,,2019.0,1,Data Engineer,,5.0,5.0,5.0,5.0,"In addition to being a well curated course, the ability to talk to a real mentor every week helps keep things on track. The course also provides free access to DataCamp.",springboard,11035
679,246847,1,Data Science,2019.0,1,Pricing Analyst,Intermediate Data Science,5.0,5.0,5.0,,"Overall the course was an awesome experience. The course contains interactive coding courses through Datacamp.com. You are given a free membership to DataCamp while you are enrolled in the course. There are also actual Harvard Computer Science lectures... Read More provided for some of the machine learning topics. Something I didn't know going in, but was a nice surprise. Then, there are mini projects and your major capstone project. The projects can be challenging at times, but that is what it takes to learn. There is also the mentor aspect, which is great. Weekly calls with an expert to keep you focused and provide assistance on projects or any other advice. The community is not as strong as they advertise, but I think this is expected as most people are very busy and aren't looking to go out of their way to help other students. If you are coming from minimal coding experience in python, it will take a lot longer than average to complete this course.Read Less",springboard,11035
680,246875,0,Data Science,2018.0,1,,Data Science Career Track,4.7,5.0,4.0,5.0,"Springboard's project-based, mentor-guided curriculum combined with their helpful and friendly career services and support staff made for a wonderful experience as a student. There is a broad range of skills learned and practiced through projects including... Read More statistics, hypothesis testing, data visualization, SQL, and applied machine learning. Through your capstones, you can dive deeper into data science topics that interest you. Since there is a job guarantee, a fair amount is asked of students, including finding additional resources to help complete projects. For me, this meant spending a minimum of 20-25 hours a week, so make sure you are able to carve out time in your day on a consistent basis.Read Less",springboard,11035
681,246879,0,UX/UI Design,2018.0,1,,User Experience Design,5.0,5.0,5.0,,"I recently finished the 10-week part-time UX Design course at the Toronto campus and I enjoyed every minute of it! If you are looking to gain a better understanding of UX Design and its fundamentals you will enjoy this course. The Lead Instructor, Colette... Read More Di Bella, and the Teaching Assistant, Chloe Silver, were very knowledgeable, approachable and helped out both inside and outside of the classroom. It was also very interesting to hear both Colette and Chloe’s thoughts and opinions about the UX Design process because of the experience they both hold. Learning about the different websites and applications they use was also a great insight to have when going through my own project. When I began this course, I wanted to learn more about the design process and the tools used within UX Design. I can confidently say that this course has helped me develop a better understanding of these 2 things. I learned how to use Moqups, POP, and InVision as well as how to go through the iterative design process. During class time, the mini group work sessions were really helpful because of the ability to talk problems through in a team environment and the chance to hear others thoughts and opinions. I enjoyed being able to work on a project and go through the process first hand, which in return, helped me gain a better understanding of what UX Designers do. I very much liked seeing my project come together starting as just an idea and ending with a working prototype. Thank you BrainStation for allowing me the opportunity to further my education.Read Less",brainstation,10571
682,246885,1,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,,"There is no exaggeration about how difficult the program is. This isn't specifically in regards to the material, but the entire program itself. Considering that &lt;5% of applicants get accepted and still there are students that get kicked out, it isn't... Read More about how difficult the material is. Students get kicked out because they are not prepared for a bootcamp. The full-time program is rigorous, strict, and fast-paced. There is no time to catch up if you fall behind because everyday there is brand new material to become familiar with before the next day. Preparing for a bootcamp comes down to how much time and energy you are willing to completely dedicate to the program. Those that slept enough, ate well, studied hard, minimized distractions, worked on the prep material thoroughly, and remained consistently focused had a better chance at succeeding.The program is designed to teach students many skills in as short a time as possible. It is structured to expose students to new material through various methods and then solidify that knowledge with practical exercises. On top of that, the instructors are more than happy to help every student with any issue. It is clear how passionate they are about programming as well as teaching. The environment is welcoming and encouraging. I have never been taught by a more dedicated group of instructors and I have never learned alongside such hardworking and persistent classmates. Every student is there to strive for success and every instructor is there to help them do it. In the end, I was almost surprised to realize how much I actually accomplished in such a short time.Read Less",app-academy,10525
683,246895,0,Data Science,2018.0,1,Data Analytics Manager,Data Science Career Track,5.0,5.0,5.0,5.0,"This program is top-notch if you're looking to break into data science. From technical skills to securing a new job, the course offers 360 degree support. Although people of all skill levels will benefit, it is certainly helpful to have some background... Read More in programming and/or statistics.Read Less",springboard,11035
684,246897,0,Software Engineering,2018.0,1,Software Engineer,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"I have attended 2 other full stack web development schools and App Academy is by far the best. Their curriculum is very well structured for the beginner and the advanced students. It really doesn't matter what level you come from, App Academy is challenging... Read More but you definitely come out better for it in the end.Other courses I learned how to build applications. That is OK if I wanted to freelance or work for some small start up company. But I have bigger dreams. I want to work for a big 4 (or 5) company and one day start my own company involving tech. In order to do that I needed to have a deeper understanding than putting code together. Ask anyone that works for a big tech company or what makes the difference between a good programmer and a great one. They will all tell you they understand how things work more.One of the criticisms I hear is that App Academy has a good portion of their curriculum using Ruby. I understand it is not as popular of a language as JavaScript and Python but the part I like is how they use the language to teach concepts of computer science that are extremely useful going into a big company or building your own. Think of it this way, they trade you getting deep knowledge of software engineering for the trade off of learning a popular language. Having worked with 3 other languages and familiar with about 10, Ruby is a really really easy language to learn and why struggle with a language when you can struggle and grow with concepts and understanding of software engineering as a whole.Take my advice, if you're looking for a web development bootcamp, take App Academy. It is the best.Read Less",app-academy,10525
685,246898,0,Data Science,2018.0,1,Project Manager,Data Science Career Track,5.0,5.0,5.0,5.0,"I tried many times in the past to learn data science, but work always got in the way. My top 3 ways way that Springboard helps you. They help you focus on what is important to learn so you spend less time on learning useless information. Your mentor is... Read More able to guide you when you do not understand certain concepts. And they make you concentrate on career development which is the part I hate doing, but it is the most important. Overall, I am glad that I have taken this course because I feel confident that I have developed a great foundation to start my data science career. The rest is up to me to learn and develop myself to become even better.Read Less",springboard,11035
