,school,program,overallScore,review_body
95,springboard,Data Science Career Track,5.0,"I completed my data science curriculum with Springboard. I loved the entire Springboard experience and got support from community, mentors, career coaches and TAs. I would highly recommend anyone who is serious about data science."
96,springboard,Data Science Career Track,3.7,"Overall, I feel I learned a lot from the bootcamp, at least the whole data science project cycle. The mentor helped a lot along the way. But sometimes, I feel I was alone and struggle with some of the assignments. Probably need to involve more with the... Read More Springboard community.Read Less"
97,springboard,Data Science Career Track,4.7,"Springboard was one of two programs I considered when I knew I wanted a bootcamp experience to help transition into data science as a career. Springboard ultimately won out, with their flexibility, competitive price, job guarantee, and mentor experience.... Read More Ultimately, I didn't end up needing the job guarantee (as I accepted a job offer prior to finishing my coursework), I did enjoy my mentor calls each week as I transitioned into a new career space. I already had the training of a scientist from my work as a PhD student; what Springboard offered me was more practical help in applying my knowledge to a more technical environment and also connections to industry experts that would eventually serve as my new network.Read Less"
98,springboard,Data Science Career Track,5.0,"Springboard Data Science Track is an intensive data scientist training program that prepares the students with absolutely no data related background to step in to the world of data science and pursue a career forward. Within 6-8 months, you will learn... Read More and master a wide range of topics in Statistics, Data analysis, data visualization, python programming, machine learning and business intelligence. Towards the end they offer a short training in deep learning and language processing based on your choice. What I like most about the program is the career development technique. While mastering the intricate ideas of machine learning and data processing, you have to focus on building your professional network. Career coaches take their time to understand your skills and traits to provide customized counseling that works best for you. From the first day of the program, you are advised to craft your ideal resume which will make you stand out in the competitive job market. Some of the activities that ensure your success in job search are the LinkedIn networking, attending Meetups, reaching out to the managers and employees of the prospective companies, and informational interviews to get referral. Ecen though their curriculum is very rigorous and job-focused, there are some major short-comings. Unlike many other training programs they don't offer training in Tableau and saas. There is only one section about big data but not enough training in cloud technology or big data analytics. Overall they offer you what they promised. The money back guarantee is not a myth. At the end of the day, you will come out with a strong portfolio to show off and out-standing professionalism to succeed. You won't get your money back because you will most likely get your dream job.Read Less"
99,springboard,Data Science Career Track,4.0,"I have an engineering background and spent 6 months on the data science career track via springboard hoping to step into the data science career. It's definitely challenging and intense when you have a full time job at the same time. If you do not have... Read More the time, energy or persistence, I suggest you get yourself both mentally and physically prepared, if you have a full time job. The course program is good overall, not perfect. But the same goes for all other data science boot camps, as they are a relatively new field and still growing. The mentorship offered by springboard is definitely a highlight of the program and I had a great experience with my mentor. I got a couple of data scientist offers right before I finished the program and the outcome is extremely rewarding. If you are fully prepared, dedicated, and eager to learn and constantly challenge yourself (the learning does not stop through out your career), then I highly recommend this program to you. And best luck!Read Less"
100,springboard,Data Science Career Track,4.7,"Overall, I had a very nice experience with SpringBoard. The most useful resources to me are my career coach and mentor. My career coach is extremely supportive, and helped me throughout my interview process, and always gave me very prompt replies. Big... Read More thanks!My (2nd) mentor is very patient, knowledgable and supportive. Always thinking from my perspective, and sharing all he knows about a problem. SpringBoard is also very supportive when I had to switch mentor two months into my program. I think it is worth the effort to find someone that is suitable for your background and situation. Don't settle down with someone you don't feel comfortable.SpringBoard administation and student advisor team are also very responsive everytime I need help. One thing that may require improvement is the course material, which appears to be a big collection of online videos and articles. So after going through, I would not treat it as a structured course like from school, but rather a big libary with most things about data science up to now. The good thing is that I provides me a complete picture of what are the things available and need to know. But some people may feel overwhelmed if they try to completely read everything, and lose focus. My advice is that feel free to skip and bookmark some of them (most of them are free online materials that you can always access), but just be aware that they exist and come back when you really need them.Read Less"
101,springboard,Data Science Career Track,4.5,"I just completed the SpringBoard Data Science Career Track program. The purpose of the program is to give you the research skills to work in the Data Science world. It helps you prepare for the job search and the basic skills to be successful in the position.... Read More PROs1:1 weekly mentor call. Office hours.Career prep (university courses are theoretical, not real world focusing on the job.)CONsTime consuming (another part of your life will be sacrificed for awhile).Should give more attention on business side. Data Science is great but needs to keep the company's mission as the most important thing. Conclusion:Do it!Read Less"
102,springboard,Data Science Career Track,4.0,"So overall it was a good experience from Springboard. I think where they excel is pairing you up with a mentor who has real work experience. What they may need to work on is more helpful feedback to students after submitting assignments, projects.The... Read More course went over the general data science process. Maybe more emphasis on cloud services and big data.Read Less"
103,springboard,Data Science Career Track Prep,5.0,"Honestly, I don't have any bad things to say about springboard. The students I worked with and myself had a nice 2 month time spent on Springboard. I really enjoyed working with my mentor, and think that it is very important to have mentors and not many... Read More companies have mentors so I appreciate being able to have one. Also I really liked Sophie and how she was very open to communicate and how she kept up with our progress. It was hard to learn at some points, but learning new things has always been good to me.Read Less"
104,springboard,Data Science Career Track,5.0,"I have completed Springboard's Data Science Career Track. What I love about this program are following:1) Well tailored curriculum, which is updated with the newest materials 2) Industry mentor for each student - mentor calls every week for 30 minutes... Read More with experts within Data Science. One of the best resource to learn3) Active career couching - within curriculum you have to complete not tasks as some obvious (creating outstanding resume, update LinkedIn profile), but it leads you step-by-step (and force you) to do all necessary steps for interview process.Read Less"
105,springboard,Data Science Career Track,4.7,"I took this online bootcamp when deciding to move my career into data science. In general, Springboard provided very helpful materials for me to learn all basic background in data science.My mentor is an senior data scientist who worked with me to finish... Read More two big capstone project (a practical problem). He has a strong experience in data science. So, I learned a lot of good skills from him.I think the best things that springboard can help its students be career services.It has many good career coach with strong experience in HR and recruiting. So, you figure out how to find a appropriate job and persuade the hiring manager to consider you as a good candidate.I got an job offer after around 6 months after finishing this program.I hope my share could be helpful.Read Less"
106,springboard,Data Science Career Track,4.0,"I did not expect this program to be as much work as it was. There was so much information to get through in a small amount of time, but I was at least exposed to enough information and resources that I feel very confident in my ability to continue learning... Read More on my own or go to a higher level class/job. I had no experience with python before this course and I feel very comfortable with various libraries, statistical techniques, and machine learning algorithms. The course itself does not have the capacity to teach you statistics or go in depth with how the machine learning works as much as I would have liked, but for the scope of this course, it was great. I can do all of the day-to-day routines as an early-career data scientist. This is a good place to start once you have a little background first. I was putting in about twice as many hours as it was saying the average student puts it, because I was behind on my understanding and knowledge base. I was able to get through the course, but it was much more time consuming that I first anticipated.Read Less"
107,springboard,Data Science Career Track,5.0,"The curriculum is well structured and the mentors are a great deal of support for the price. The only thing that I had trouble with was completing the program in the advertised amount of time. I think in total I averaged about 25-30 hours a week over... Read More the course of 7 months, but that could have been due to the complexity of my capstone projects. I definitely learned a ton in that time period though and they were very supportive the whole time!Read Less"
108,springboard,Data Science Career Track,4.3,"I have a background in software development, so a lot of the course work seemed like a review for me; this lead me to be able to complete early. The career coaching calls helped tremendously and helped me land a job before completion."
109,springboard,Data Science Career Track,2.0,"The main positives to take from the course are the interactions with the mentor and the interview preps. Now I had a very hesitant mindset about applying for a bootcamp wondering whether I would be able to get employment considering I do not have a computer... Read More science degree or a STEM degree. I have a political science degree. I was told that these things do not matter and that you can easily land a job after you get both your projects done. I had done very detailed projects and posted them on github and did everything the career coaches suggested I do. Unfortunately not a single data science position had reached out to me. Now for the curriculum. This was sadly most dissappointing. The course mainly revolves around data camp courses. And then these are supplemented by youtube lectures from Harvard or other institutions that would talk about the subject with the impression that you have intermediate knowledge of the subject matter, despite it being a beginners intro video to a concept. I have had much better success with the self study resources available on the internet, such as youtube tutorials etc. Also did two Udemy courses for 11 dollars each and got a better understanding of the subjects. There was no feel of an actual boot camp teaching you, they basically link you to external sources that arent theirs.Read Less"
110,springboard,Data Analytics Career Track,4.0,"I have just finished the Data Science Career track program at Springboard. I picked Springboard over the other data science course because of two main reasons:1. I was able to work my current job and complete the coursework in the evenings and the weekends... Read More2. My mentor was extremely helpful and guided to build a good foundation in machine learning and neural networks3. The staff is great, understanding and respectful and my student advisor was really prompt in replying to any queries4. The career courches are very passionate and experienced which matters especially when you are on verge of making a career change and you need someone to keep you motivatedRead Less"
111,springboard,Data Science Career Track,5.0,"- Independent of your background, you can finish this program, on your way and with all the mentoring support that you need. The program encourage you to be creative to face challenging capstone projects. - Opportunity to work in topics where you really... Read More feel passion, using the new learnt skills.- Excellent professional coaching and final interviews to prepare yourself for the next steps and to build networking.- The program might include more content and mini-projects related to PySpark and sense of programming at scale.- Some tutorials on curriculum are a little longs. They could be shorter (including just the essential content). The curriculum has a couple of own videos -introducing the chapters and coaching advices-. Maybe they could work in their own technical videos. - Some people could need a little more support about datasets and available tools for capstone projects. Maybe in the first chapter, the curriculum could includes links to datasets and examples of projects to guide them.Read Less"
112,brainstation,Data Science Diploma,5.0,I am surprised with how much I was able to learn in 12 weeks. The class was challenging. We learned skills that I feel are practical and applicable. I found that having some backround in statistics as well as some recreational coding experience really... Read More helped in the adjustment to the fast-paced learning environment. I would absolutely recommend this program to those who want to shift their career to working with data.I found that the career assistance and guidance in the program to be particularly valuable.The instructors were always willing to help and offer guidance throughout the course.Read Less
113,brainstation,Data Science Diploma,5.0,"I have recently just completed the Diploma for Data Science in Toronto.The course was very well structured, covered a range of programming languages needed for the Data Science jobs, the assignments were great as they pushed me to apply the material learnt... Read More throughout the week and at the end we had to present a capstone.The capstone project for the DS program is introduced halfway through the program. It is up to the student to choose a topic and a project. The instructors held one-on-one meeting with the students to help us with our progress and provide any help as needed.The instructors were on point, with even teaching assistants to help throughout the course. It was a great experience learning from industry experts, getting real-life examples and learning how to apply it ourselves.The program pushed us to go to tech meetup and tech events (tickets were covered by the school), and it was a great way to learn how to network and make connections.Beside learning about programming languages and concepts, we also learnt how to give a presentation, how to get better at public speaking, how to network, how to make an impression.After the program ended, we got extra material to work through to help us get a job. As I finished last week's batch, I already have a meeting with a company's CEO for a potential position at their company.Brainstation community has been very supportive, helpful and understanding in the course of the 12 weeks. Best part? Their support does not end with the 12 weeks, but rather continues with job search, resume and cover letter. At the end, they even divided us into groups to make sure we stay in contact and keep each other motivated to continue growth and learning.Read Less"
114,udacity,Data Engineer,5.0,"Started it like a bet, it became a really way of learning for me. Udacity give you the possibility to get lot of skills with a big great e-learning and class room courses, which allow you to take your time and study whenever you want, respecting deadlines.... Read More It was awesome and for sure we will meet again!Read Less"
115,udacity,Data Structures and Algorithms,4.0,"The Udacity Robotics Software Developer Nanodegree Program was a great experience. I learned a lot about robotics control and automation, as well as several specific algorithms for path planning, localization and mapping. The projects were a great way... Read More to get practical experience working with and debugging applications in ROS and they were always marked very quickly. The only negative is that it is very expensive. I would recommend cramming the course into 1 month.Read Less"
116,udacity,Data Structures and Algorithms,4.0,"Pros:(1) Projects wherein one has to learn by doing. When we do the projects and get our hands dirty, then we understand the concepts and tools instead of mugging up the things.(2) Compact and Precise Lectures. Our brain is capable of remembering things... Read More in nutshells and this limitation is well understood by Udacity and presents the information in simple and precise way so that we remember for a longer duration.(3) Review with the industry experts. Our projects our reviewed by the industry experts, hence we come to know what is looked for a successful Project in the current market. It helps in gaining confidence.(4) Course covers almost all the important skills which are very high in demand for getting a new job or assignment.(5) The Projects and Quizzes are intimidating and relevant but solvable if one does not leave it in the middle. (5) The Projects are having moderate difficulty level and learn by doing is best practice for this field which is why the Udacity Nanodegree is respected in US market. As, Nanodegree is having a timeline to complete make it even more challenging.Cons: (1) The job opportunities provided directly after completing the Nanodegree are quite less in Indian Market.(2) When you are stuck at something then you are on your own because the reply from the mentor that you get is quite after some time because of the process it has for asking doubts.Read Less"
117,udacity,Data Engineer,5.0,"self driving car engineer is a very good program learn a lot of new skills , computer vision , machine learning , deep learning , C++ , Python , ROS , done a very detailed projects and one final project that combines all the skills learned during the... Read More courseRead Less"
118,udacity,Data Engineer,4.3,"I took an introductory Data Science course and my experience was amazing. The content was a little too superficial but since it was an introductory course it didn't bother me.What really impressed me was the support offered. They offered support through... Read More Slack and Whatsapp. The instructors would have an average response time of 20 minutes and they had knowledge over the subject. The course projects are assessed by a person and always came with good feedback.The only downside that I would see with Udacity courses would be the price of their courses, but since I bought it on sale it didn't affect me.Read Less"
119,udacity,Data Engineer,5.0,This is my first nano degree after completing my degree.Course content is very fine-grained.every episode is not too big and not too small.each episode is a capsule of knowledge.projects are very challenging.reviews are very quick and encouraging.alumni... Read More support is good.Read Less
120,udacity,Data Engineer,5.0,"Hello, I'm currently working on the position of a Reporting &amp; Analytics Specialist for quite some time (2+ years) but I wanted to improve my knowledge in the overall area not just in my specific field. This program fulfilled all my expectations and helped... Read More me to learn new things! I really liked the way it's prepared - so even those who doesn't have that much related experience in this field would be able to finish this program and learn a lot of interesting things and facts. It was very helpful also for me even though I'm working with some of these things for some time. One of the best advantages of this program is its flexibility! I've completed first project right after opening the course but than I haven't that much time to work on the rest and I came back after one month and I was still able to complete the whole program without a need to extend it. Feedback provided to each project is a great idea and added value since it's more personalized to participants. In overall when I summarize it, I liked and enjoyed this course! Last but not least, I believe it helped me in my future career - I've graduated in July 2019 and currently I've accepted the new position at which I will start on 1st of November. Thank you Udacity! I wish you many more successful programs and a lot of graduates!Read Less"
121,springboard,Data Science Career Track,5.0,"The Springboard Data Science Career Track 6-month course has taught me a lot. The curriculum is set up very well. You start by learning Python basics, then go into inferential statistics, machine learning, software engineering, etc. Throughout the course... Read More their are 2 major capstones that you build from scratch. Links to my projects are below. I've learned so much but please do not think that you can spend 10 hours a week on the course and complete it. I spent 3-4 hours every night during the week and some weekend days working on the course. And I will mention that I did not do the job guarantee since I already enjoy working at my current company so you will need to add more time to do the job guarantee sections.Overall I highly recommend the Springboard Data Science Career Track. It is kind of pricy but they do have payment plans. I personally did not pay for the course as my company picked up the cost but just remember that you get what you paid for. I can't wait to start applying my knowledge to the real-world!Capstone 1: https://github.com/brocknosbisch/Springboard_Capstone_1Capstone 2: https://github.com/brocknosbisch/Springboard_Capstone_2LinkedIn: https://www.linkedin.com/in/brocknosbisch/Read Less"
122,springboard,Data Science Career Track,5.0,"Springboard is a great bootcamp with amazing mentor support, and an ongoing career coaching support! It challenges students to develop their portfolios and exposes them to effective interviewing skills when it comes to data science and machine learning... Read More jobs. With an active community, Springboard encourages students to attend meetups and conferences when possible. It helped me personally to complete my journey from being a chemical engineer into a data scientist!Read Less"
123,udacity,Data Structures and Algorithms,5.0,"Udacity is just not learning tool. It is complete academy with all valuable instructors. Exercises that has given throughout semester helped me understand context. Also after course completion,their follow up events and helping us to explore career opportunities... Read More is amazingRead Less"
124,springboard,Data Science Career Track,4.7,"Get a much closer look into data analytics/science field with mentor and the curriculum is very helpful to get into the industry.In Toronto, there is no learning circle to discuss and collaborate with other students. If there are more students in Toronto,... Read More it will be very much more exciting.Read Less"
125,udacity,Data Engineer,4.3,"Very practice-oriented and always up-to-date content and topics.Pros: - Very good community. - Very good format to work independently on the content.- Optional tracks are available to deepen your knowledge and to improve what is missing.- The content... Read More is communicated in an understandable way.- Many small tests to evaluate if you have understood it.- Very good mentors who help you at any time.- Re-submissions are reviewed by another person, so you get a better and more valuable overall feedback. Cons:- Nanodegrees are set too short in time to work everything out.- Sometimes too much content in too short a time to deepen it meaningfully (for working students)Neutral:- Depending on yourself, it can sometimes be a bit difficult to understand the required line or result right away.On the whole, I can recommend it to anyone. I do courses over and over again because I think it has the best format and delivers the best quality. What rounds it off and sets it apart from the others is the included job support. I have one criticism that doesn't concern Udacity, but the Online Classes in general. It's not well known and recognized everywhere in the industry (world wide). Especially in Austria I noticed again and again that it hadn't been advantageous, neither in the job search nor in the current job. Nevertheless, everyone should use this opportunity and expand their knowledge.I represent the opinion, what I have learned nobody can take away from me and if it does not help me today or tomorrow, it can help me on another day in another way.Read Less"
126,springboard,Data Science Career Track,5.0,"Joining Springboard is one of the best decisions I have made in my life. I believe all education should start to follow this model -- make education quick and affordable. Springboard teaches the essentials to get you a job as a Data Scientist.This is... Read More one of the best boot camps in America right now. They are very selective on who gets in, they really want to make sure you are serious about your career switch. They take your education seriously. The support during the program is amazing. The whole community and the career coach, mentor are just the best and most supportive people in the program. This is what makes Springboard career track great. That support is amazing and very much needed when you are on your job search. I will say it is not easy, it will take dedication and perseverance to keep yourself going everyday. But never give up. The job search can be frustrating and hard. But with career coach and the community they will give you the support you need to get through it. No matter what ,keep learning and you will get a job!Read Less"
127,springboard,Data Science Career Track,4.0,"A little background: I'm currently about 25% through Springboard's Data Science Career Track program. My professional background is in higher education. I recently completed a PhD in philosophy and have experience teaching undergraduate philosophy courses.... Read More I have minimal background in math beyond the high school level, but my philosophy degrees have prepared me for the sort of technical and critical thinking skills used in data science. I'm doing the Springboard program to make a career change. I completed most of Springboard's Data Science Prep Course, which I found helpful, before being accepted into the Career Track program.Review: Overall, my experience in the Career Track program has been pretty good so far. My impression is that the quality of one's experience with the program depends largely on the quality of one's mentor. My mentor was initially pretty poor, and I had a difficult time understanding his accent. But I reached out to Springboard early in the program, and they helped reassign me to a new mentor. Thankfully, my new mentor is excellent and has dramatically improved my experience. I'm in a study group with other students, and I've gotten the impression that their mentors are so-so. I have learned a lot so far in the program, and I've been especially happy with Springboard's ""customer support"" (very friendly and helpful) and career support (they get you started on job stuff early on in the program). A fair portion of the data science curriculum (so far) has consisted of Datacamp exercises. Springboard partners with Datacamp, and students get free access to Datacamp courses. Honestly, I haven't been that impressed with the Datacamp courses. They are helpful for gaining superficial exposure to tools and skills used in data science, but they don't cultivate a deep understanding. I will say that the time estimates Springboard gives (completion in 6 months, working 15-20 hrs a week) are pretty unrealistic. Most of my study group (including me) is working on the course full time, and we are all on track to finish in 5 months (at the earliest), and probably more like 6 months. Unless you already have significant data science experience, don't expect to finish the program in under 5 months, and possibly even under 6 months.Overall, given my experience so far, I would probably recommend (pretty highly) Springboard's program to people (depending on their circumstances). I'm happy to discuss my experience with people if anyone would like to know more, especially people with an academic background in the humanities. You can find me on LinkedIn and around the web if you look (e.g. philpeople.org). Feel free to reach out.Read Less"
128,udacity,Data Engineer,4.0,"This is a good place to start, has excellent mentor ship. The course depth is quite good and has all those you need to kick start a new career path. Their weekly connect with mentor is a plus and big shout out to the community who were always there to... Read More support and learn together !!Read Less"
129,udacity,Data Engineer,3.3,"Pros: This nano degree program is a great introduction program. It covers Excel, SQL, &amp; Tableau and the basic data analysis concepts. The instructor support and the community support is great and the discussion thread is always filled with great questions... Read More and answers.Cons: the data analysis tasks (and the dataset) given throughout the course is relatively easy and may not represent the real world tasks that comes with tons of complex data. And I feel like in order to get a data analytic job, more advanced techniques and practices are required. Students may need to take another more advance course.Read Less"
130,brainstation,Data Analytics,4.7,"This was my first course at Brainstation, I was hesitant at first as it's been almost 15 years since I've gone to ""school"" for anything.The process from the beginning was pretty seamless, they assign you a Brainstation lead who walks you through everything,... Read More from the prep course, how to use their platform called Synapse, all of this is done through Slack which is simple enough to use.Once you have all the prework done, it sets you up for what to expect in this class, how to use SQL and the software Tableau. Our instructors Rohan and Micheal were super transparent with us as a group - We weren't leaving this class with full understanding of SQL, and the various implementations of it.. but a solid foundation and what we need to know to get around SQL commands in the simplest form. This is exactly what I needed. It was a refreshing and fun way to get the basics, with the expectation to do extensive practice at home so we can sharpen our skills.Speaking of Micheal and Rohan, they were a pleasure to learn from. They both have a different background, one more analytical and one more on the data science side, and it was a perfect combination. It was a light environment and the classes seemed to fly by quickly. We had almost 20 students, but they both managed to give us all personal attention when needed - which was a plus.I entered this course to better understand how data works, how to understand data and pull key insights and i left with exactly that.Yes, the course is expensive, but if you actually implement what they're teaching you can learn quite a bit.Read Less"
131,udacity,Data Engineer,5.0,"I went into this course expecting to learn Python.Having finished the course, I find I have learned a lot more:•	Python (in-depth), •	Ndarrays, etc. using NumPy,•	DataFrames, etc. using Pandas, •	Working with many other NoSQL structures•	A more powerful... Read More SQL language: PostgreSQL•	Unix Shell commands•	and Git.Perhaps even more importantly (and unexpectedly), I learned a bunch of really useful techniques to use in the coding world such as:•	How to routinely work with other contributors using Git and GitHub, •	Using a Shell terminal with Git Bash and Anaconda packages,•	Using code editors: Atom and Visual Studio Code, •	Using program output to feed Excel charts •	Using Excel charts to make compelling Powerpoint slides,•	Adding links to Google and Markdown Docs, •	How to preview results in real time when writing Markdown docs, •	Creating good README.md files and many other best practicesThe projects were well done and very effective in helping me apply the lessons learned in the course. I especially appreciated the Python project using just under a million real-life records of bikeshare usage data. After looking back and thinking about what I learned, to say that I highly recommend this course would be an understatement!Dave ARead Less"
132,springboard,Data Science Career Track,5.0,"I have attended 2 of Springboard programs, one in R and the other the data Science career track. I got a job offer almost at the end of the program and I recommend this program to anyone who is seeking a data science job. the mentor and all the other... Read More resources they offer, the office hours, and the curriculum is really well thought out.Read Less"
133,springboard,Data Science Career Track,5.0,"Pros:Nice and organized curriculum, with mini hands-on projects.Continuous help from the mentor (real Data Scientist working in industry)Remote and part-time. So you can maintain your present job while working on this.Opportunity to work on two capstone... Read More projects with the help and support from your mentor.Career coaches are there to help with your resume/LinkedIn profile, networking and the soft skills.Mock interviews to prepare.Cons:No in house lectures/ they are tied up with Data camp/Khan Academy/ LinkedIn learning mostly for all lectures.Everything is remote, so you might loose motivation sometimes, where in person bootcamps are like a real school.Not all the mentors are equally caring and helpful.Read Less"
134,springboard,Data Science Career Track,4.0,"I had a good experience overall attending the Springboard Data Science Career Track. My mentor was very helpful in terms of completing the two required capstone projects. I enjoyed the online format and thought that the Harvard lectures were very helpful... Read More and in-depth, which I appreciated. I do wish there had been some more incorporated review, because I feel like it was a lot of material and I am forgetting a lot of it already.I felt that the career services support was good, because they are actually invested in getting you a job because of the job guarantee, unlike some other bootcamps which will remain unnamed that I was considering. It would be nice if they had more opportunities available specifically for Springboard students.Read Less"
135,springboard,Data Science Career Track,3.7,"The curriculum is a repository of programs from Datacamp, Linkedin Learning, Khan Academy and some Lectures from other University classes. So, one may argue why to pay Springboard for the materials which are already available online or can be purchased... Read More with a much lesser fee?As a student who has just completed the curriculum, I would say, Springboard would guide you in the proper direction. With so many materials available over the internet, as a newbie in Data Science, one may get overwhelmed. This curriculum will tell you what to learn, will provide you some study materials to learn from and finally there will be hands-on exercises to apply the knowledge. I personally appreciate my Mentor's guidance and the opportunity to work on 2 Capstone Projects. Also, I have learned a few Networking skills which I didn't know even after having 10 years of Industry experience. Finally, my take-aways are some technical skills in Data Analysis, Visualization Techniques and Machine Learning algorithms, some soft skills in building resume and networking and lots of motivation to discover the story behind Data.Read Less"
136,springboard,Data Analytics Career Track,5.0,"This course was a good and quick in depth overview of data tools and use cases that you would use in real life as a Business Analyst. I loved the class for a couple reasons, one was I had an incredible mentor and two was the resources they give you and... Read More portfolio you make from the course.I highly recommend it for anyone who is looking to gain more skills in analyticsRead Less"
137,springboard,Data Science Career Track,4.0,"Seriously, Springboard got the job done.Excellent experience. My favorite part was the mentor. This contributed to my growth as a Data Scientist immensely. Also, they were super prompt with any questions I had, and giving prompt feedback on my projects.... Read MoreRead Less"
138,springboard,Data Analytics Career Track,3.7,"Springboard made learning interesting and manageable with their program strategy of online learning with an appointed mentor. I needed to advance my analytics technical skills fairly quickly and have it fit into a very busy schedule of full time job and... Read More family. I was able to learn on my own time and begin the capstone projects, picking my own dedicated times. What made it a fantastic experience is the Mentor program that is part of Springboards curriculum. I was able to schedule time with my mentor based on my availability and he was flexible when work meetings or home crisis arose. The weekly hours dedicated to me kept me on track. The Community meeting options that lets you share your hurdles with others taking the course was also helpful getting me through the more difficult case studies. I received my certification and have gained tremendous confidence in the skills I've learned. Thanks Springboard.Read Less"
139,udacity,Data Analyst,4.7,"From Statistics to Python and finally to SQL... A great experience!I thought that I was going to have difficulties with the statistics. But fortunately not only didn't have problems but also fill in some gaps that I had.Python was awesome, of course!... Read MoreAnd in the end, it was SQL. The first and last lesson was easy to follow. The lessons in between need more attention and practise, at least from me.Thanks for the opportunity that you gave me through the scholarship!Read Less"
140,practicum-bootcamp,Data Analyst,4.7,"I got a new job not so long ago, but they never mentioned how big of a part data analysis would play in my day to day routine. I had to either find a quick fix or find a new job, so It was a no brainer to give it a go once I saw the courses by Yandex.... Read More And I can’t lie, it‘s a fantastic resource. Over a very short period of time, I managed to go over all the basics and fundamentals, and if it was something outside the provided materials, I would reach out to my mentors who were enthusiastic about explaining something more complex and helping me keep my job :) There’s enough homework and tests to help you stay the course, and not too much for you to feel overloaded and lose motivation. Everything is super user-friendly, and the course allows you to catch up on something or revise anytime you need to. I’m a much more qualified employee now, and I feel like owe it to Practicum.Read Less"
141,springboard,Data Science Career Track,5.0,Switchup has excellent coverage of Bootcamps. One topic that would be helpful is the method of teaching of Bootcamps and Study Material and recommended Textbooks for each specific program as well as Statistics / Math material required for Data Science.... Read MoreRead Less
142,brainstation,Data Analytics,2.3,"Served as a good introduction to different ways to analyze + present dataDue to varied skill sets within the class group, certain parts were more useful for our specific needs (ie: already very comfortable with excel + presenting data/building decks,... Read More wanted to learn more tangible SQL skills).Would be great for someone who was looking for an entry level understanding of data analytics across all tools/platformsTeacher was not extremely effective in my opinion. Was impatient with people's questions and spent a lot of time on 'role playing' and hypothetical thinking vs. teaching. A lot of time was also spent on working individually vs. learning by doing which I would have preferred as a better use of class time. Some issues with tools/programs as well which made it difficult to participate.Read Less"
143,practicum-bootcamp,Data Analyst,4.3,I took the data analysis course and I enjoyed it a lot! The course is well designed and has excellent student support! Feedback is clear and straight to the point. The course contains more than enough practice! The online platform is a useful feature... Read More that also helps you get immediate feedback! There are also mentors who are currently employed professionals at Yandex and other IT companies. I highly recommend the course!Read Less
144,springboard,Data Analytics Career Track,4.3,Pros: The mentorship aspect is very helpful for students who are not familiar with the course material and software's used.Mentors are flexible with their timing of when they can teach online.Cons: The certification process is a bit informal with no proper... Read More process of when the certificate will be delivered to the student.Read Less
145,brainstation,Data Analytics,5.0,"Enrolled in the course to learn some new things and to become a better marketer. I’ve taken a few other courses at BrainStation so I was already very familiar with the structure and quality of the curriculum. This course was a fantastic dive into the... Read More world of data analytics. Aside from the theoretical concepts of data analytics, I was able to gain hands-on experience using tools such as advanced Excel, SQL, and Tableau. Very quickly, I applied the skills I learned in class to real-life challenges at my job. I took the “Online Live” version of the course, so there was a bit of adjustment in the beginning. A few things you might want to consider when choosing online live over in-class:Pros: — You can attend class from anywhere. Although the instructor is based in Vancouver, we had individuals who checked in from other cities and time zones. — The format of the online live version is just like the in-class version. No worries about feeling like you’re missing out on the BrainStation experience. — Things were easier to see because it was happening right on your computer screen instead of squinting at a monitor at the front of a classroom. Cons:— You miss out on some of the spontaneity and organic conversation that occurs in a real-life classroom. People in the class seemed to be apprehensive about chiming in because it’s a video conference.— Since data analytics is a very hands-on type of class as opposed to something like digital marketing which involves a lot more explanation of concepts, you miss out on some of the benefits of having an instructor physically present. For example, many students ran into some tech issues when using SQL or Tableau, but they couldn’t easily show their screen to the instructor. Overall, the instructor dealt with these issues to the best of his abilities. Despite these small hiccups, I definitely recommend this BrainStation course and Online Live!Read Less"
146,brainstation,Data Analytics,4.7,"I took the 10 week Data Analytics Course via their 'Online Live' platform. My entire experience was awesome! I'm glad I made the decision to learn with them again, after already completing the Product Management certificate. My instructor was excellent.... Read More He was an expert in the field and provided industry examples for all of the tools and concepts we learnt. He was organized, engaged, and truly cared that we were getting the most out of the course material. I would definitely recommend the course and would encourage trying an 'Online Live' course if you can. It's a great way to level up your skills in a more flexible and accessible way. Looking forward to applying my new knowledge to my career!Read Less"
147,springboard,Data Science Career Track,4.7,"The Data Science Career Track program at Springboard provides an in depth curriculum to gain conceptual and practical understanding of tackling data science problems. Each unit provides interactive and lecture based content that helps teach the necessary... Read More tools and topics for each step in a data science process. In addition, mentorship is provided as you will get to take lead of two capstone projects to use the skills from the curriculum, which is a huge plus for your portfolio. Career based resources are provided throughout the program, such as resume/cover letter building, networking, and interview prep which was a huge help in the job seeking process. Overall, the program will help students understand and confidently approach all sorts of data science problems and challenges, as well as, prepare you to get a data science or analyst position.Read Less"
